SURVYEAR	FIPST	STABR	STATENAME	SEANAME	LEAID	ST_LEAID	LEA_NAME	SCHID	ST_SCHID	NCESSCH	SCH_NAME	MSTREET1	MSTREET2	MSTREET3	MCITY	MSTATE	MZIP	MZIP4	PHONE	LSTREET1	LSTREET2	LSTREET3	LCITY	LSTATE	LZIP	LZIP4	UNION	OUT_OF_STATE_FLAG	SCH_TYPE_TEXT	SCH_TYPE	RECON_STATUS	GSLO	GSHI	LEVEL	VIRTUAL	BIES	SY_STATUS_TEXT	SY_STATUS	UPDATED_STATUS_TEXT	UPDATED_STATUS	EFFECTIVE_DATE	CHARTER_TEXT	PKOFFERED	KGOFFERED	G1OFFERED	G2OFFERED	G3OFFERED	G4OFFERED	G5OFFERED	G6OFFERED	G7OFFERED	G8OFFERED	G9OFFERED	G10OFFERED	G11OFFERED	G12OFFERED	G13OFFERED	AEOFFERED	UGOFFERED	NOGRADES	CHARTAUTH1	CHARTAUTHN1	CHARTAUTH2	CHARTAUTHN2	IGOFFERED
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100360	004	Bibb County	02268	4999	010036002268	Child Count Only	721 Walnut Street			Centreville	AL	35042		2059269881	721 Walnut Street			Centreville	AL	35042		000	N	Reportable Program	5	No	PK	12	4	Yes	2	Open	1	Open	1	09APR2015:18:43:56	Not Applicable	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100390	114	Birmingham City	02261	4999	010039002261	Child Count Only	PO Box 10007			Birmingham	AL	35202		2052314220	2015 Park Place North			Birmingham	AL	35203		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:47	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100420	005	Blount County	02224	4999	010042002224	Child Count Only	PO Box 578			Oneonta	AL	35121		2056254102	204 2nd Ave East			Oneonta	AL	35121		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:43:57	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100450	116	Brewton City	02318	4999	010045002318	Child Count Only	811 Belleville Ave			Brewton	AL	36426		2518678400	811 Belleville Ave			Brewton	AL	36426		000	N	Reportable Program	5	No	KG	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:48	Not Applicable	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100480	006	Bullock County	02301	4999	010048002301	Child Count Only	PO Box 231			Union Springs	AL	36089		3347382860	108 Hardaway Ave			Union Springs	AL	36089		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:43:58	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100510	007	Butler County	02320	4999	010051002320	Child Count Only	211 School Highlands Rd			Greenville	AL	36037		3343822665	211 School Highlands Road			Greenville	AL	36037		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:43:58	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100540	008	Calhoun County	02225	4999	010054002225	Child Count Only	PO Box 2084			Anniston	AL	36202		2567417400	4400 McClellan Blvd			Anniston	AL	36206		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:43:59	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100600	009	Chambers County	02253	4999	010060002253	Child Count Only	Box 408			Lafayette	AL	36862		3348649343	1298  AVC Drive			Lafayette	AL	36862		000	N	Reportable Program	5	No	PK	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:00	Not Applicable	Y	Y	Y	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100630	010	Cherokee County	02271	4999	010063002271	Child Count Only	130 E Main St			Centre	AL	35960		2569273362	130 E Main St			Centre	AL	35960		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:00	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100660	011	Chilton County	02279	4999	010066002279	Child Count Only	1705 Lay Dam Rd			Clanton	AL	35045		2052803000	1705 Lay Dam Rd			Clanton	AL	35045		000	N	Reportable Program	5	No	PK	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:01	Not Applicable	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100690	012	Choctaw County	02293	4999	010069002293	Child Count Only	107 Tom Orr Dr			Butler	AL	36904		2054593031	107 Tom Orr Dr			Butler	AL	36904		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:02	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100720	013	Clarke County	02245	4999	010072002245	Child Count Only	PO Box 936			Grove Hill	AL	36451		2512753255	155 W Cobb St			Grove Hill	AL	36451		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:02	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100750	014	Clay County	02344	4999	010075002344	Child Count Only	PO Box 278			Ashland	AL	36251		2563961475	62 Court Square			Ashland	AL	36251		000	N	Reportable Program	5	No	PK	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:03	Not Applicable	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100780	015	Cleburne County	02227	4999	010078002227	Child Count Only	141 Davenport Drive			Heflin	AL	36264		2564635624	141 Davenport Drive			Heflin	AL	36264		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:04	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100810	016	Coffee County	02347	4999	010081002347	Child Count Only	400 Reddoch Hill Rd			Elba	AL	36323		3348975016	400 Reddoch Hill Rd			Elba	AL	36323		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:04	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100840	017	Colbert County	02259	4999	010084002259	Child Count Only	P O Box 538			Tuscumbia	AL	35674		2563868565	425 Highway 72 West			Tuscumbia	AL	35674		000	N	Reportable Program	5	No	01	01	1	Yes	2	Open	1	Open	1	09APR2015:18:44:05	Not Applicable	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100870	018	Conecuh County	02267	4999	010087002267	Child Count Only	100 Jackson St			Evergreen	AL	36401		2515781752	100 Jackson St			Evergreen	AL	36401		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:06	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100870	018	Conecuh County	02360	0015	010087002360	Compass Acad	111 Perryman Street			Evergreen	AL	36401		2515785291	111 Perryman Street			Evergreen	AL	36401		000	N	Reportable Program	5	No	07	12	3	Yes	2	Open	1	Open	1	04FEB2015:11:18:07	Not Applicable	N	N	N	N	N	N	N	N	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100900	019	Coosa County	02317	4999	010090002317	Child Count Only	PO Box 37			Rockford	AL	35136		2563774913	73 Nixburg Road			Rockford	AL	35136		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:06	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100930	020	Covington County	02273	4999	010093002273	Child Count Only	807 C C Baker Ave			Andalusia	AL	36421		3342227571	807 C C Baker Ave			Andalusia	AL	36420		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:07	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100960	021	Crenshaw County	02337	4999	010096002337	Child Count Only	183 Votec Dr			Luverne	AL	36049		3343356519	183 Votec Drive			Luverne	AL	36049		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:07	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0100990	125	Cullman City	02234	4999	010099002234	Child Count Only	301 1st St NE			Cullman	AL	35055		2567755803	301 1st St N E			Cullman	AL	35055		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:49	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101020	022	Cullman County	02244	4999	010102002244	Child Count Only	PO Box 1590			Cullman	AL	35056		2567342933	402 Arnold St NE			Cullman	AL	35055		000	N	Reportable Program	5	No	01	06	1	Yes	2	Open	1	Open	1	09APR2015:18:44:08	Not Applicable	N	N	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101050	023	Dale County	02280	4999	010105002280	Child Count Only	202 S Hwy 123, Suite E			Ozark	AL	36360		3347742355	202 S Hwy 123, Suite E			Ozark	AL	36360		000	N	Reportable Program	5	No	KG	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:10	Not Applicable	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101050	023	Dale County	02373	3999	010105002373	Unique Situations	202 S Hwy 123, Suite E			Ozark	AL	36360		3347742355	202 S Hwy 123, Suite E			Ozark	AL	36360		000	N	Reportable Program	5	No	KG	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:09	Not Applicable	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101080	126	Daleville City	02221	4999	010108002221	Child Count Only	626 N Daleville Ave			Daleville	AL	36322		3345982456	626 N Daleville Ave			Daleville	AL	36322		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:50	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101110	024	Dallas County	02255	4999	010111002255	Child Count Only	PO Box 1056			Selma	AL	36702		3348764498	429 Lauderdale St			Selma	AL	36701		000	N	Reportable Program	5	No	PK	PK	1	Yes	2	Open	1	Open	1	09APR2015:18:44:10	Not Applicable	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101140	025	Dekalb County	02219	4999	010114002219	Child Count Only	PO Box 1668			Rainsville	AL	35986		2566386921	306 Main St W			Rainsville	AL	35986		000	N	Reportable Program	5	No	KG	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:11	Not Applicable	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101170	127	Decatur City	02372	4999	010117002372	Decatur Child Count Only	302 4th Ave NE			Decatur	AL	35601		2565523000	302 4th Ave NE			Decatur	AL	35601		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:50	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101200	128	Demopolis City	02228	4999	010120002228	Child Count Only	PO Box 759			Demopolis	AL	36732		3342891670	609 South Cedar Avenue			Demopolis	AL	36732		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:51	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101230	130	Dothan City	01634	0125	010123001634	Pre Sch Ctr	900 W Powell St			Dothan	AL	36303		3347941447	900 W Powell St			Dothan	AL	36303		000	N	Reportable Program	5	No	PK	PK	1	No	2	Open	1	Open	1	04FEB2015:11:24:31	Not Applicable	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101230	130	Dothan City	01873	4999	010123001873	Child Count Only	500 Dusy St			Dothan	AL	36301		3347931397	None Provided			Dothan	AL	36301		000	N	Reportable Program	5	No	PK	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:52	Not Applicable	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101260	131	Elba City	02311	4999	010126002311	Child Count Only	131 Tiger Dr			Elba	AL	36323		3348972801	131 Tiger Dr			Elba	AL	36323		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:53	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101290	026	Elmore County	02321	4999	010129002321	Child Count Only	100 H H Robinson Dr			Wetumpka	AL	36092		3345671200	100 H. H. Robison Drive			Wetumpka	AL	36092		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:12	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101320	132	Enterprise City	02276	4999	010132002276	Child Count Only	PO Box 311790			Enterprise	AL	36331		3343479531	220 Hutchinson St			Enterprise	AL	36330		000	N	Reportable Program	5	No	KG	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:53	Not Applicable	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101350	027	Escambia County	02339	4999	010135002339	Child Count Only	PO Box 307			Brewton	AL	36427		2518676251	301 Belleville Ave			Brewton	AL	36426		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:12	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101380	028	Etowah County	02230	4999	010138002230	Child Count Only	3200 W Meighan Blvd			Gadsden	AL	35904		2565497578	3200 W Meighan Blvd			Gadsden	AL	35904		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:13	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101410	133	Eufaula City	02250	4999	010141002250	Child Count Only	333 State Docks Rd			Eufaula	AL	36027		3346871100	333 State Docks Road			Eufaula	AL	36027		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:54	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101440	137	Fairfield City	02277	4999	010144002277	Child Count Only	6405 Avenue D			Fairfield	AL	35064		2057836850	6405 Ave D			Fairfield	AL	35064		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:55	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101440	137	Fairfield City	02400	0037	010144002400	Forest Hills Community Development Cente	7000 Grasselli Road			Farifield	AL	35064		2057836841	7000 Grasselli Road			Farifield	AL	35064		000	N	Reportable Program	5	No	PK	PK	1	Yes	2	Open	1	Open	1	04FEB2015:11:24:43	Not Applicable	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101470	029	Fayette County	02278	4999	010147002278	Child Count Only	PO Box 686			Fayette	AL	35555		2059324611	103 First Ave NW			Fayette	AL	35555		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:14	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101530	141	Florence City	02284	4999	010153002284	Child Count Only	P. O. Box 10			Florence	AL	35631		2567683000	102 S. Court Street			Florence	AL	35630		000	N	Reportable Program	5	No	PK	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:55	Not Applicable	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101560	143	Fort Payne City	02307	4999	010156002307	Child Count Only	PO Box 681029			Fort Payne	AL	35968		2568450915	205 45th St NE			Fort Payne	AL	35967		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:56	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101590	030	Franklin County	02246	4999	010159002246	Child Count Only	PO Box 610			Russellville	AL	35653		2563321360	500 N Coffee Ave			Russellville	AL	35653		000	N	Reportable Program	5	No	KG	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:14	Not Applicable	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101620	144	Gadsden City	02346	4999	010162002346	Child Count Only	PO Box 184			Gadsden	AL	35902		2565433512	1026 Chestnut St			Gadsden	AL	35901		000	N	Reportable Program	5	No	KG	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:57	Not Applicable	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101640	146	Geneva City	02302	4999	010164002302	Child Count Only	511 Panther Dr			Geneva	AL	36340		3346841090	511 Panther Drive			Geneva	AL	36340		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:57	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101660	031	Geneva County	02283	4999	010166002283	Child Count Only	PO Box 250			Geneva	AL	36340		3346845690	200 N. Commerce St			Geneva	AL	36340		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:15	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101680	032	Greene County	02338	4999	010168002338	Child Count Only	220 Main St			Eutaw	AL	35462		2053724900	220 Main St			Eutaw	AL	35462		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:16	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101690	154	Guntersville City	02264	4999	010169002264	Child Count Only	PO Box 129			Guntersville	AL	35976		2565823159	4200 Highway 79 South			Guntersville	AL	35976		000	N	Reportable Program	5	No	KG	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:58	Not Applicable	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101710	033	Hale County	02229	4999	010171002229	Child Count Only	1115 Powers St			Greensboro	AL	36744		3346248836	1115 Powers St			Greensboro	AL	36744		000	N	Reportable Program	5	No	01	01	1	Yes	2	Open	1	Open	1	09APR2015:18:44:16	Not Applicable	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101720	155	Haleyville City	02319	4999	010172002319	Child Count Only	2011 20th St			Haleyville	AL	35565		2054869231	2011 20th St			Haleyville	AL	35565		000	N	Reportable Program	5	No	KG	12	4	Yes	2	Open	1	Open	1	09APR2015:18:44:59	Not Applicable	N	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101730	156	Hartselle City	02332	4999	010173002332	Child Count Only	305 College St NE			Hartselle	AL	35640		2567735419	305 College St NE			Hartselle	AL	35640		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:45:00	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101740	034	Henry County	02304	4999	010174002304	Child Count Only	300 N. Trawick St			Abbeville	AL	36310		3345852206	300 N. Trawick Street			Abbeville	AL	36310		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:44:17	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	01	AL	ALABAMA	Alabama Department Of Education	0101760	157	Homewood City	02218	4999	010176002218	Child Count Only	450 Dale Avenue			Homewood	AL	35209		2058704203	450 Dale Avenue			Homewood	AL	35209		000	N	Reportable Program	5	No	N	N	N	Yes	2	Open	1	Open	1	09APR2015:18:45:00	Not Applicable	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
